Tweet,Labels,0,1,2,3,4,5,6,7,8,9,10
lose last symptom red velvet anti test urgent,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
beauty month year birthday end corona virus come hear amen,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
might bit corona throw hitter,"[3, 9, 10]",0,0,0,1,0,0,0,0,0,1,1
corona virus need fuck slowdown havent even lost virgin yet,"[4, 10]",0,0,0,0,1,0,0,0,0,0,1
passbook update primary concern bank custom inspire corona scare social distance,"[4, 8]",0,0,0,0,1,0,0,0,1,0,0
new model stim death us august couid,[8],0,0,0,0,0,0,0,0,1,0,0
jeanne danger leav behind two daughter to,"[5, 8]",0,0,0,0,0,1,0,0,1,0,0
couid test neg took day come back here,"[5, 9]",0,0,0,0,0,1,0,0,0,1,0
corona virus one big april fool joke pleas someone tell anyth one big april fool joke,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
test radiant test couid asu swap project respond outbreak,"[8, 9]",0,0,0,0,0,0,0,0,1,1,0
go length remain rule not help combat couid tandem,"[3, 6]",0,0,0,1,0,0,1,0,0,0,0
fuck corona virus social media peopl give shit other shit wack man need way,"[3, 6]",0,0,0,1,0,0,1,0,0,0,0
el paso peopl pleas check link keep track el paso couid case,"[0, 8, 9]",1,0,0,0,0,0,0,0,1,1,0
quarantine day roommate two dog caught mouse hous,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
ok april fool day govern you tell us corona prank,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
livin wit grandpa job school basketball corona got feelin like big bum,"[3, 5]",0,0,0,1,0,1,0,0,0,0,0
got feel value late ex essential thank,"[0, 5]",1,0,0,0,0,1,0,0,0,0,0
really wait corona virus come april fool joke cant even mad of got us good cap,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
shouldn't take yo die govern realise someth need done tackle virus,"[4, 6]",0,0,0,0,1,0,1,0,0,0,0
fbi part april fool joke tomorrow shit aint gon na funny,[6],0,0,0,0,0,0,1,0,0,0,0
us underwood coverage colin usa case could urge central use cruise unit claim,"[8, 9]",0,0,0,0,0,0,0,0,1,1,0
may get championship ring may ever see go away corona,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
there way hell ass get test maam,"[4, 6, 10]",0,0,0,0,1,0,1,0,0,0,1
do under corona you might well go head move along,"[0, 5]",1,0,0,0,0,1,0,0,0,0,0
hope get ok corona virus joke april fool govern today,"[0, 5]",1,0,0,0,0,1,0,0,0,0,0
anyon els gon na look back year remem its corona carol basin tiger,"[0, 5, 9, 10]",1,0,0,0,0,1,0,0,0,1,1
slow clap us found way make corona virus issue sham type govern,[6],0,0,0,0,0,0,1,0,0,0,0
russia soul active case corona virus,"[6, 7, 8]",0,0,0,0,0,0,1,1,1,0,0
stay home couid update country sri lana total case total death total recon total active case,[8],0,0,0,0,0,0,0,0,1,0,0
media tell come panic quan tell last day hour come not,"[2, 6]",0,0,1,0,0,0,1,0,0,0,0
isn't center take advantage situate mean corona lockdown say,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
cant believ one made throne joke,[10],0,0,0,0,0,0,0,0,0,0,1
feel ahead everybody first time life slowly turn regular peopl full blown hermit,"[2, 5, 10]",0,0,1,0,0,1,0,0,0,0,1
fact prob go come alive yet still know kill carol husband beyond,"[7, 10]",0,0,0,0,0,0,0,1,0,0,1
yeah corona doesn't take point id rather corona,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
alway either trump bad corona response cop bad couid response isn't either situate,[6],0,0,0,0,0,0,1,0,0,0,0
twenty new case my total jump office,"[5, 8]",0,0,0,0,0,1,0,0,1,0,0
point dont even wan na see word corona virus couid,[6],0,0,0,0,0,0,1,0,0,0,0
need digit health care system fight disease effect,"[0, 4, 9]",1,0,0,0,1,0,0,0,0,1,0
gon na keep outta april fool joke,"[6, 9, 10]",0,0,0,0,0,0,1,0,0,1,1
must read thread low level antibody recon couid case,"[0, 4, 8]",1,0,0,0,1,0,0,0,1,0,0
he member that get inside inform posit couid,"[0, 9]",1,0,0,0,0,0,0,0,0,1,0
yo corona gon na test see mani time run office straight,[10],0,0,0,0,0,0,0,0,0,0,1
cockroach bed corona blood april it update,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
nobody die virgin fuck us kurt cousin,"[3, 6, 10]",0,0,0,1,0,0,1,0,0,0,1
today fuck aw youd think corona virus would keep old men away jesus christ,"[4, 6, 10]",0,0,0,0,1,0,1,0,0,0,1
let pregnant announce funny hate april fool day,[6],0,0,0,0,0,0,1,0,0,0,0
long think australia border close pleas retweet share,"[0, 3, 4]",1,0,0,1,1,0,0,0,0,0,0
be case corona virus yall happy leav hous everyday,[6],0,0,0,0,0,0,1,0,0,0,0
world reshape post corona era wit differ global polite map italy euro corona,"[0, 9]",1,0,0,0,0,0,0,0,0,1,0
midnight april it panic ao tag determine feel,"[4, 6, 10]",0,0,0,0,1,0,1,0,0,0,1
hey remem worry russia good old day couid,[10],0,0,0,0,0,0,0,0,0,0,1
april fool joke haha go outside,[10],0,0,0,0,0,0,0,0,0,0,1
min corona virus reveal april fool joke cant wait,"[0, 3, 10]",1,0,0,1,0,0,0,0,0,0,1
cook labor dish like need stew half day couid,"[0, 4]",1,0,0,0,1,0,0,0,0,0,0
fox news ifl star allen robinson help feed chicago student impact crisis,"[1, 8]",0,1,0,0,0,0,0,0,1,0,0
today would perfect turn around like april fool none actual happen imagine,"[3, 5, 10]",0,0,0,1,0,1,0,0,0,0,1
okay malaysian has trigger actual suppose watch ver hot one concert,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
alaska report new case bring total confirm case total death couid,[8],0,0,0,0,0,0,0,0,1,0,0
brush corona virus really give mom easy excuse let leav hous,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
sir wanna city due corona outbreak convert heap body,"[3, 5, 6, 8]",0,0,0,1,0,1,1,0,1,0,0
much look discuss latest couid tonight team,"[0, 5, 8]",1,0,0,0,0,1,0,0,1,0,0
china new case came abroad probably trump fault,"[5, 7, 9]",0,0,0,0,0,1,0,1,0,1,0
pregnant reveal caption month gon na longer corona time mark word,[10],0,0,0,0,0,0,0,0,0,0,1
ad preside token corona token india country wise world wise it you,"[5, 9]",0,0,0,0,0,1,0,0,0,1,0
fbi pretend couid april fool day prank uncool lame dont uncool lame couid,"[0, 6]",1,0,0,0,0,0,1,0,0,0,0
catch vietnam corona seem spread saigon hani thu nation lockdown march,"[3, 8, 9]",0,0,0,1,0,0,0,0,1,1,0
plan trip cali corona is,[0],1,0,0,0,0,0,0,0,0,0,0
earlier terror religion corona religion kita defend cargo bear religion ko be,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
mit research debunk theory today us fever task for doctor,"[3, 7, 9]",0,0,0,1,0,0,0,1,0,1,0
come ozzy sojourn ate bat want,"[4, 7, 9]",0,0,0,0,1,0,0,1,0,1,0
china report new case include import case case local transmits,"[5, 8]",0,0,0,0,0,1,0,0,1,0,0
hi store current open use store local website update the,[9],0,0,0,0,0,0,0,0,0,1,0
dont link april fool joke couid corona thing tasteless joke world right,[6],0,0,0,0,0,0,1,0,0,0,0
nigerian discharge peopl malaria corona virus yet nigerian,"[0, 4, 6]",1,0,0,0,1,0,1,0,0,0,0
rip really die under conduit you fortune never know,"[5, 7]",0,0,0,0,0,1,0,1,0,0,0
tomorrow april couldnt get per scoop promote basin robbing be corona it,[5],0,0,0,0,0,1,0,0,0,0,0
must admit never impeach ate work bingo card,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
sell mask pleas send message wan na buy bulk asap couid couid,"[0, 4]",1,0,0,0,1,0,0,0,0,0,0
might survive corona dont think ill stay alive thou march vega trip,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
birthday bless make corona leav im celebs,[0],1,0,0,0,0,0,0,0,0,0,0
break report one death case take death toll say health finish,[8],0,0,0,0,0,0,0,0,1,0,0
are kelly said wan na release due concern nigga wif gone molest away,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
congrats corneal region hospital it came give us second patient recon chinese,"[0, 1]",1,1,0,0,0,0,0,0,0,0,0
un chief say worst global crisis since world war ii,"[4, 8]",0,0,0,0,1,0,0,0,1,0,0
improvise since job close due haha actual kinda fun hum grocery,"[0, 1, 10]",1,1,0,0,0,0,0,0,0,0,1
wonder vladimir give donna raise he hands,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
gary must defeat corona virus combine attorney strength might chance,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
outbreak india case week case day couid,[8],0,0,0,0,0,0,0,0,1,0,0
whoever said one person chang world never ate undercook bat,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
anyon realise corona mean crown ask spanish speaker dub virus name like id keen know,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
year kid gone come home corona virus history homework,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
im wait corona say april fool bitch live life,"[0, 6, 10]",1,0,0,0,0,0,1,0,0,0,1
sad see small busy like go due couid ill miss burger,[5],0,0,0,0,0,1,0,0,0,0,0
enola bad given nigerian corona new befit name think decent,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
bad couid model leftist exploit crisis massive shift left massive increase spend,"[4, 8]",0,0,0,0,1,0,0,0,1,0,0
maga way go guess way make america great,"[0, 6, 10]",1,0,0,0,0,0,1,0,0,0,1
penny ever time family member sent video wouldnt broke right,[10],0,0,0,0,0,0,0,0,0,0,1
apply new couid app work new peopl phone couid,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
india super spreader still air govern need find soon possible,"[6, 7, 9]",0,0,0,0,0,0,1,1,0,1,0
well test want extend remem feel couid suck get well soon,"[0, 5]",1,0,0,0,0,1,0,0,0,0,0
couid pleas tell someone pay rent month,"[5, 6, 9]",0,0,0,0,0,1,1,0,0,1,0
also bio florence push birthday record longest ep ever lane,"[5, 9, 10]",0,0,0,0,0,1,0,0,0,1,1
kirsten tri set due religion talk corona virus,"[0, 8]",1,0,0,0,0,0,0,0,1,0,0
alright corona virus need end caus ya picard ya estoy list para el despair,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
pleas leav family along cant see shouldn't either easter couid,[6],0,0,0,0,0,0,1,0,0,0,0
im plan sober moment shit die im rail hundo line coke,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
couid end hot town summer city one hand house tied,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
china brought couid destroy world economic selfish reason,"[6, 7]",0,0,0,0,0,0,1,1,0,0,0
anyon know extract alcohol saint couid comida,"[0, 6, 9, 10]",1,0,0,0,0,0,1,0,0,1,1
when patient hous get cough automat assume corona even though episode air,"[4, 10]",0,0,0,0,1,0,0,0,0,0,1
donald trump got corona virus april fool hahaha,[10],0,0,0,0,0,0,0,0,0,0,1
oh trump didn't say prince sacrifice dad corona virus god see yall crazy,[6],0,0,0,0,0,0,1,0,0,0,0
april it rapidly increase couid cases cant even lie april better,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
imagine us govern took corona virus serious actual focus prevent gon na happen like imagine,"[0, 3, 6, 9, 10]",1,0,0,1,0,0,1,0,0,1,1
imagine trump get live to tomorrow say found cure corona say april fool,[10],0,0,0,0,0,0,0,0,0,0,1
january first couid warn do january the,[6],0,0,0,0,0,0,1,0,0,0,0
twitter pin whole corona virus update top to mine,"[6, 9]",0,0,0,0,0,0,1,0,0,1,0
final end make contact human without worry,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
ugh tire seen shit corona im scare cramp right lil thing get scare shit fruit,[4],0,0,0,0,1,0,0,0,0,0,0
cough fit dont tri drink coffe inhale time good job rug dark,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
tik tok need get corona holy understand peopl enjoy dance,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
cant believ school wont happen anyth month half sick corona virus,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
am put death unit state,"[4, 8]",0,0,0,0,1,0,0,0,1,0,0
corona virus still follow us enter april,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
case office touch today anyth big day card bucks fella,"[4, 10]",0,0,0,0,1,0,0,0,0,0,1
aunt rose test posit corona virus symptoms hope stay way,"[0, 4]",1,0,0,0,1,0,0,0,0,0,0
corona hitting hard fat stay tune find,[10],0,0,0,0,0,0,0,0,0,0,1
way trump hands show yall dont care american peopl black white,[6],0,0,0,0,0,0,1,0,0,0,0
corona cant take you outran ano reply dunn help,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
save daily exercise use sunday couid,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
ive tri chang song sharona corona ive fail far dont talent,[10],0,0,0,0,0,0,0,0,0,0,1
con man corona shit go aint got time dat april fool shit laugh out loud,[10],0,0,0,0,0,0,0,0,0,0,1
look forward pre campaign ad us best healthcare system i die couid,"[0, 6, 10]",1,0,0,0,0,0,1,0,0,0,1
shit done stag im never flop plan ever,"[0, 6]",1,0,0,0,0,0,1,0,0,0,0
repeatedly compare tandem season flu,"[8, 9, 10]",0,0,0,0,0,0,0,0,1,1,1
somebody facebook live got corona feel like catch phone,"[4, 10]",0,0,0,0,1,0,0,0,0,0,1
enough least need anyth month couid quarantine,[3],0,0,0,1,0,0,0,0,0,0,0
dont give shit id happy see get intensity peopl scum,[6],0,0,0,0,0,0,1,0,0,0,0
case wondering state emerge extend end day april couid be,"[3, 5, 8]",0,0,0,1,0,1,0,0,1,0,0
go spring break get dont deserve sympathy,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
pleas note hands spread fake news rumour relax couid,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
okay corona april fool day say like pleas say like pleas,"[0, 5, 10]",1,0,0,0,0,1,0,0,0,0,1
god must corona hurt lindsay loan then night club,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
cant wait tomorrow govern final announce april fool joke,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
sue media downplay couid spread misinformed include hong kong taipan media,"[3, 6, 7]",0,0,0,1,0,0,1,1,0,0,0
wish como can primetime best wish speed recover,"[0, 2]",1,0,1,0,0,0,0,0,0,0,0
april fool day cancel turn fool deal right throne corona,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
honestly dont even want see half yall anyway corona,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
wait flatten cure mean someth corona thought peopl talk dick like usual,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
govern accordingly keep tail indoor unless absolute necessary couid,"[0, 4]",1,0,0,0,1,0,0,0,0,0,0
yall chelsea really think im capping ladoo bitch ive found club already wait corona shit,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
place would defy kill bu mall,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
wait govern announce april fool joke like haha got yall,[10],0,0,0,0,0,0,0,0,0,0,1
wait april fool govern still hasn't come tell us thing huge prank man fuck,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
who gon na play como boy lifetime move brotherly love time corona,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
corona im gon na wan na around peopl anymor still scare ill get sick,"[4, 10]",0,0,0,0,1,0,0,0,0,0,1
call corona cuz id got virus ian get shit,"[4, 6, 10]",0,0,0,0,1,0,1,0,0,0,1
reason america keep grow corona case brainless retard go act like not wrong,[6],0,0,0,0,0,0,1,0,0,0,0
hindu corona free celebs the march they crack corona formula,"[1, 10]",0,1,0,0,0,0,0,0,0,0,1
first day finna bump stupid corona shit,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
week im feel like get chemistry book understand alcohol made solve process aki corona we,[10],0,0,0,0,0,0,0,0,0,0,1
download slide today task for brief couid,"[4, 8, 9]",0,0,0,0,1,0,0,0,1,1,0
fool day today ever one stim corona april fool,"[4, 6]",0,0,0,0,1,0,1,0,0,0,0
person test posit couid kashmir today total number couid posit case climb unto,"[8, 9]",0,0,0,0,0,0,0,0,1,1,0
couid spreader,"[3, 9]",0,0,0,1,0,0,0,0,0,1,0
heard corona caus yall wear dirty sneaker bed ig,[10],0,0,0,0,0,0,0,0,0,0,1
i got phone i trump corona virus april fool joke book,[10],0,0,0,0,0,0,0,0,0,0,1
brush need boyfriend snuggle get corona think would fun,[10],0,0,0,0,0,0,0,0,0,0,1
brush corona virus bullshit annoy liter parent put work cloth bag,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
happy april fuck fool govern announce corona hoax already,"[6, 7]",0,0,0,0,0,0,1,1,0,0,0
remem hate rudi robert simpler time friend couid nba,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
lone am my havent seen late corona,"[9, 10]",0,0,0,0,0,0,0,0,0,1,1
crime she take break time whether couid crime,"[0, 6]",1,0,0,0,0,0,1,0,0,0,0
crap got report back lab test posit corona drink do ex,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
dont hit april fool joke unless govern tell corona prank,"[0, 6, 10]",1,0,0,0,0,0,1,0,0,0,1
om saewoon got close yesterday hope get well soon one got infect,"[4, 5]",0,0,0,0,1,1,0,0,0,0,0
travis grammy card i wouldnt corona virus,[10],0,0,0,0,0,0,0,0,0,0,1
need couid break raptor chilli game playoff shot,[10],0,0,0,0,0,0,0,0,0,0,1
wish would like ha april fool of im outta,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
thought could knew everyth trump,"[8, 9]",0,0,0,0,0,0,0,0,1,1,0
man dont let corona yall corn ass shit yall mad ass weird free time,"[5, 6, 10]",0,0,0,0,0,1,1,0,0,0,1
haha imagine one big april fool joke live would go back normal haha that funny,[10],0,0,0,0,0,0,0,0,0,0,1
new nine inch nail album like first one inspire,"[0, 8, 9]",1,0,0,0,0,0,0,0,1,1,0
bet there gon na lot peopl suddenly get diagnose corona virus hour,"[3, 4, 7]",0,0,0,1,1,0,0,1,0,0,0
ok joke stay hous god know long really start piss to,[6],0,0,0,0,0,0,1,0,0,0,0
arent journalist ask exactly mani peopl actual hospital right chinese,[6],0,0,0,0,0,0,1,0,0,0,0
oh shit realise corona hit hard grammar,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
logic ny ca release rapist murder dont get corona,"[4, 8, 9]",0,0,0,0,1,0,0,0,1,1,0
lemon cry chris como im bout cry shit,[5],0,0,0,0,0,1,0,0,0,0,0
im wait trump tell us corona virus long april fool joke,"[0, 4, 10]",1,0,0,0,1,0,0,0,0,0,1
keep yall april fool joke yall self tomorrow corona shit already big joke fuck,[6],0,0,0,0,0,0,1,0,0,0,0
netherlands report new death raise death toll,[8],0,0,0,0,0,0,0,0,1,0,0
taken wind april fool days sail ill mightily impress anyth hit,"[0, 3, 5]",1,0,0,1,0,1,0,0,0,0,0
im claw level level cabin fever,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
break aspire nightclub entrepreneur accident open pop clinic couid,"[8, 10]",0,0,0,0,0,0,0,0,1,0,1
may relationship corona hotspot across india media explore,"[5, 7]",0,0,0,0,0,1,0,1,0,0,0
nope dont succumb april fool day nobody buy test posit couid joke in,[6],0,0,0,0,0,0,1,0,0,0,0
men mortal issue get corona money lady like big pharma glad corp yeah im ruthless,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
break jamal don't patient am relief fund,"[6, 8]",0,0,0,0,0,0,1,0,1,0,0
peopl back here daily dose news data,"[0, 5, 8, 9, 10]",1,0,0,0,0,1,0,0,1,1,1
norway report new case bring total confirm case total death couid,[8],0,0,0,0,0,0,0,0,1,0,0
life dont see partial everyth equal couid,"[0, 5]",1,0,0,0,0,1,0,0,0,0,0
also doesn't help nurse mum hospital recent found couid good know mani pal infect already,"[4, 5, 10]",0,0,0,0,1,1,0,0,0,0,1
microbes away mute virus couid corona sick infect etc timeline,[6],0,0,0,0,0,0,1,0,0,0,0
im tire celebs sing like that gon stop is corona,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
may hurt state other tea florida louisiana thank break,"[4, 8]",0,0,0,0,1,0,0,0,1,0,0
hope couid make useless i it soon,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
jamal kinda corona time poor,"[3, 6, 9]",0,0,0,1,0,0,1,0,0,1,0
mum found drama release year back talk abt told us new lolo,"[7, 10]",0,0,0,0,0,0,0,1,0,0,1
yall get give love one be didn't practice social distance realize,"[4, 6]",0,0,0,0,1,0,1,0,0,0,0
case return tea vacant mexico peopl never listen,"[5, 6, 8]",0,0,0,0,0,1,1,0,1,0,0
not last fore corona virus vanish month happy new month,[0],1,0,0,0,0,0,0,0,0,0,0
elysium fire poor read choice exponent grow death couid scif,"[3, 5, 8]",0,0,0,1,0,1,0,0,1,0,0
ask crenshaw think preside hands stop let hook,[6],0,0,0,0,0,0,1,0,0,0,0
case mild special dont enough data support deny claim need much test,"[6, 9]",0,0,0,0,0,0,1,0,0,1,0
tomorrow april fool turn prank riot isn't riot,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
life run tea local bookshop deli order free,"[0, 1, 10]",1,1,0,0,0,0,0,0,0,0,1
went er last night non couid reason guess could say know katniss overseen feel,"[4, 10]",0,0,0,0,1,0,0,0,0,0,1
break total number case tasmanian pass case confirm today state tall polite comida,[8],0,0,0,0,0,0,0,0,1,0,0
stays home avoid corona i chinese origin i virus decent,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
czech republic way slow spread crazy commend,[1],0,1,0,0,0,0,0,0,0,0,0
china nation health commits start report asymptomatic case no,"[8, 9]",0,0,0,0,0,0,0,0,1,1,0
middle global tandem post shit like,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
eu top scientist resign hands tandem well there surprise,"[7, 9]",0,0,0,0,0,0,0,1,0,1,0
im tryna move inn im free baby wassup,[10],0,0,0,0,0,0,0,0,0,0,1
one lemon chris get gift chris como do six pack corona,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
hey thought stop go fuck hang friend shit part peopl fuck die,[6],0,0,0,0,0,0,1,0,0,0,0
cant wait hear get guy start drink happen couid,[0],1,0,0,0,0,0,0,0,0,0,0
corona bitch better move soon be wan na see fly kiss year,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
restrict remain inform eve domicile kashmir,"[5, 8]",0,0,0,0,0,1,0,0,1,0,0
fellow liver remem turn valve early enough get ready annual war christmas,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
office april fool day corona stuff go away right be bad joke,"[3, 6, 10]",0,0,0,1,0,0,1,0,0,0,1
like see peopl ca video home remind decor arent bad couid,"[1, 9, 10]",0,1,0,0,0,0,0,0,0,1,1
corona virus infect person religion without need pray muslim,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
got mom bore she declare tuesday family game night,"[0, 10]",1,0,0,0,0,0,0,0,0,0,1
world fight tandem india got two tandem fight corona stupid,[6],0,0,0,0,0,0,1,0,0,0,0
shock seen gay gun carry redneck mullet,[10],0,0,0,0,0,0,0,0,0,0,1
cop no terrorist world public enemy no cop manufacture spread couid aka china virus,"[6, 7, 9]",0,0,0,0,0,0,1,1,0,1,0
tell martin skrill hidden wu album cure,[10],0,0,0,0,0,0,0,0,0,0,1
get corona left die be im technics immer family fight,"[4, 5, 6]",0,0,0,0,1,1,1,0,0,0,0
ok stewart isn't order icecream anymor get shit last corona virus really fuck entir live,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
mane corona fuck shit tattoo gun outta date neck arm,[10],0,0,0,0,0,0,0,0,0,0,1
got everyone make corona virus joke tomorrow april fool day without heist block report,[6],0,0,0,0,0,0,1,0,0,0,0
request fool prankster stay home els cockroach bed become corona blood,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
pal corona leav us opportune make one,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
need ooo els ill get corona,"[7, 10]",0,0,0,0,0,0,0,1,0,0,1
china still lie total death figur infect patient due couid,"[6, 7, 9]",0,0,0,0,0,0,1,1,0,1,0
good news american avoid corona virus save human live,"[0, 1]",1,1,0,0,0,0,0,0,0,0,0
spain case death recon,[8],0,0,0,0,0,0,0,0,1,0,0
wonder peopl deliver tri spread couid disease india,"[7, 9]",0,0,0,0,0,0,0,1,0,1,0
ok twitter spot go recent corona relax kinda freak,"[4, 6, 10]",0,0,0,0,1,0,1,0,0,0,1
goal highest per capita couid death toll world win,"[6, 9]",0,0,0,0,0,0,1,0,0,1,0
dear am order army directly shoot spread corona delhi matter,[6],0,0,0,0,0,0,1,0,0,0,0
trump hater secretly enjoy corona virus rampage usa despite,"[6, 7]",0,0,0,0,0,0,1,1,0,0,0
come dont enlist manufacture build teleports robot over remote healthcare worker couid,"[0, 4]",1,0,0,0,1,0,0,0,0,0,0
bro grandpa die corona yesterday dam shit real safe love ya,"[4, 5]",0,0,0,0,1,1,0,0,0,0,0
new rule end corona dont show dont come dont start,"[0, 1, 5]",1,1,0,0,0,1,0,0,0,0,0
dead american orang thing congrats,[6],0,0,0,0,0,0,1,0,0,0,0
feel like there invite go american girl doll,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
already danger enough without couid happen in turn reside evil,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
know flat earth guy tri launch steam power rocket couid,"[6, 7, 10]",0,0,0,0,0,0,1,1,0,0,1
much drug blood system would overdo tri get sick,[10],0,0,0,0,0,0,0,0,0,0,1
everyone corona rent would due april fool day,"[6, 9, 10]",0,0,0,0,0,0,1,0,0,1,1
china given trade contract worth billion corona kill peopl around world,"[4, 7]",0,0,0,0,1,0,0,1,0,0,0
done part am care fund ever droplet count fight corona,"[0, 1]",1,1,0,0,0,0,0,0,0,0,0
translate convert islam india say potato face,[10],0,0,0,0,0,0,0,0,0,0,1
pinch punch first month could get within two met couid,[10],0,0,0,0,0,0,0,0,0,0,1
really big sin muslim india one day one day allah ka arab mani time worst corona,"[5, 6]",0,0,0,0,0,1,1,0,0,0,0
citizen indian pray corona affect patient unit state get well soon,[2],0,0,1,0,0,0,0,0,0,0,0
ab tak ka says posit antivirus corona police office,[1],0,1,0,0,0,0,0,0,0,0,0
ever dad assign give hourly corona update family couid,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
trump new line study predict million us death thank anyth less victory,"[6, 10]",0,0,0,0,0,0,1,0,0,0,1
damn school rest school year corona basic told find new job,[5],0,0,0,0,0,1,0,0,0,0,0
stays home could save life family live couid california,[0],1,0,0,0,0,0,0,0,0,0,0
corona want thing would see brody day sad,[5],0,0,0,0,0,1,0,0,0,0,0
seem might develop dark place unknown human knowledge attract empty cavity,"[7, 9]",0,0,0,0,0,0,0,1,0,1,0
joke corona virus funny way peopl die be your go get away,"[4, 6]",0,0,0,0,1,0,1,0,0,0,0
map lab don't kree am care fund mai ply help fight corona,"[0, 2, 5]",1,0,1,0,0,1,0,0,0,0,0
update israel new death total case israel confirm recon death,[8],0,0,0,0,0,0,0,0,1,0,0
teach online class tandem couid due,"[0, 1, 10]",1,1,0,0,0,0,0,0,0,0,1
area tea case virtual death old sick,"[0, 8]",1,0,0,0,0,0,0,0,1,0,0
confirm case giant eagle indiana safe folk,"[2, 5, 8]",0,0,1,0,0,1,0,0,1,0,0
unpopular intensity thought corona quarantine market campaign ott platform,[7],0,0,0,0,0,0,0,1,0,0,0
trump administer built dozen mile border wall since outbreak began,"[1, 8, 9]",0,1,0,0,0,0,0,0,1,1,0
couid doesn't care know violate guideline play russian roulette,"[6, 7]",0,0,0,0,0,0,1,1,0,0,0
im girl watch mustang video instagram tri eat refried quarantine couid,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
wish could turn back time buy switch corona virus,"[5, 10]",0,0,0,0,0,1,0,0,0,0,1
april fool yall say april fool toward whole thing,"[3, 10]",0,0,0,1,0,0,0,0,0,0,1
tandem outbreak consider travel village avoid spread,"[4, 9]",0,0,0,0,1,0,0,0,0,1,0
